0,1,0.0,1
1,0,0.0,1
2,-1,0.0,1
3,-2,0.0,1
4,-1,0.0,1
5,-2,0.0,1
6,-1,0.0,1
7,-2,0.0,1
8,-1,0.0,1
9,0,0.0,1
10,1,0.0,1
11,0,0.0,1
12,-1,0.0,1
13,0,0.0,1
14,1,0.0,1
15,0,0.0,1
16,1,0.0,1
17,2,0.0,1
18,3,0.0,1
19,4,0.0,1
20,3,0.0,1
21,2,7.705015165867706E-14,0
22,1,4.7761686721766754E-14,0
23,2,3.9571006233794464E-14,0
24,3,3.584110802313105E-14,0
25,4,3.564193707481151E-14,0
26,3,3.411696624332239E-14,0
27,2,3.405216442785429E-14,0
28,1,3.405216442785429E-14,0
29,0,3.405216442785429E-14,0
30,1,0.0,1
31,0,1.8664211791419824E-12,0
32,1,1.8664211791419824E-12,0
33,2,1.8664211791419824E-12,0
34,1,1.6086713053182808E-12,0
35,0,1.6086713053182808E-12,0
36,1,1.4218982992202882E-12,0
37,0,1.421898299220288E-12,0
38,-1,1.4121056112091295E-12,0
39,-2,1.307141972617636E-12,0
40,-3,0.0,1
41,-4,8.187565117496572E-12,0
42,-5,5.8558159408689855E-12,0
43,-6,5.214911356801479E-12,0
44,-7,5.214911356801479E-12,0
45,-8,5.214911356801479E-12,0
46,-9,5.214911356801479E-12,0
47,-10,5.164578271557901E-12,0
48,-11,5.164578271557901E-12,0
49,-12,5.164578271557901E-12,0
50,-11,0.0,1
51,-12,2.582245989115878E-11,0
52,-11,2.582245989115878E-11,0
53,-10,2.4594947168422634E-11,0
54,-9,2.288690790412751E-11,0
55,-10,1.989025953026796E-11,0
56,-11,1.989025953026796E-11,0
57,-12,1.989025953026796E-11,0
58,-13,1.989025953026796E-11,0
59,-12,1.64842684433618E-11,0
60,-13,0.0,1
61,-12,1.6473242914338084E-11,0
62,-11,1.6473242914338084E-11,0
63,-10,1.6473242914338084E-11,0
64,-9,1.6473242914338084E-11,0
65,-10,1.4826590013311932E-11,0
66,-9,1.4826590013311932E-11,0
67,-8,1.4826590013311932E-11,0
68,-7,1.4826590013311932E-11,0
69,-6,1.4049097026835692E-11,0
70,-7,0.0,1
71,-8,4.3459207396273525E-11,0
72,-7,4.3459207396273525E-11,0
73,-6,3.9137765168812566E-11,0
74,-7,3.9137765168812566E-11,0
75,-8,3.9137765168812566E-11,0
76,-9,3.9137765168812566E-11,0
77,-10,3.9137765168812566E-11,0
78,-11,3.9137765168812566E-11,0
79,-10,3.9137765168812566E-11,0
80,-11,0.0,1
81,-12,5.748805233801828E-11,0
82,-11,5.748805233801828E-11,0
83,-10,5.748805233801828E-11,0
84,-9,4.942782192099355E-11,0
85,-10,4.942782192099355E-11,0
86,-9,4.579129139258272E-11,0
87,-10,4.279621893941661E-11,0
88,-11,3.9527663840235E-11,0
89,-12,3.9527663840235E-11,0
90,-11,0.0,1
91,-10,3.1508252561768765E-10,0
92,-11,3.0024153687221966E-10,0
93,-12,3.0024153687221966E-10,0
94,-13,3.0024153687221966E-10,0
95,-14,2.79361711925667E-10,0
96,-15,2.79361711925667E-10,0
97,-14,2.79361711925667E-10,0
98,-15,2.046369786527766E-10,0
99,-14,1.9461370475736438E-10,0
100,-15,0.0,1
101,-14,3.0939027165321477E-10,0
102,-13,3.0939027165321477E-10,0
103,-12,3.0939027165321477E-10,0
104,-11,3.0939027165321477E-10,0
105,-10,3.0939027165321477E-10,0
106,-9,3.0939027165321477E-10,0
107,-8,3.0939027165321477E-10,0
108,-7,3.0939027165321477E-10,0
109,-8,3.0939027165321477E-10,0
110,-7,0.0,1
111,-6,6.111168433130446E-10,0
112,-5,6.111168433130446E-10,0
113,-6,6.111168433130446E-10,0
114,-7,4.691374566994279E-10,0
115,-8,4.691374566994279E-10,0
116,-7,4.691374566994279E-10,0
117,-6,4.691374566994279E-10,0
118,-5,4.691374566994279E-10,0
119,-6,4.506649922911313E-10,0
120,-7,0.0,1
121,-6,5.042578278318463E-10,0
122,-7,5.042578278318463E-10,0
123,-6,5.042578278318463E-10,0
124,-5,4.979855612535122E-10,0
125,-6,4.979855612535122E-10,0
126,-5,4.979855612535122E-10,0
127,-4,4.979855612535122E-10,0
128,-5,4.979855612535122E-10,0
129,-4,4.979855612535122E-10,0
130,-3,0.0,1
131,-2,5.626058077385413E-10,0
132,-1,5.626058077385413E-10,0
133,-2,5.626058077385413E-10,0
134,-1,5.626058077385413E-10,0
135,0,5.626058077385413E-10,0
136,-1,5.626058077385413E-10,0
137,0,5.626058077385413E-10,0
138,1,5.626058077385413E-10,0
139,0,5.328519720403665E-10,0
140,-1,0.0,1
141,0,1.2584048629286783E-9,0
142,1,1.2584048629286783E-9,0
